"Meta_Algo","1","2","3","4","5","6"
"airt",0,0.0361111111111111,0.0486111111111111,0.0486111111111111,0.0611111111111111,0
"bottomset",0.0486111111111111,0.191666666666667,0.191666666666667,0.227777777777778,0.4,0.333333333333333
