"Meta_Algo","1","2","3","4","5","6","7","8","9","10","11","12"
"airt",0.071123908991025,0.0820667135785094,0.0957464538350431,0.113901954248608,0.20494055775712,0.286280755033764,0.296476673703443,0.309658901522166,0.328562522375714,0.366366060516277,0.412382531785517,0.445273631840796
"bottomset",0.071123908991025,0.318325247213066,0.486435070306038,0.497377874893522,0.637147389602854,0.654307247879708,0.667240719479525,0.695842129303853,0.719965309926793,0.724193548387097,0.760364842454395,0.810945273631841
