"quantiles","airt","shapley","topset"
0.1,0,0,0
0.2,0,0,0
0.3,0,0,0
0.4,0,0,0
0.5,0,0,0
0.6,0,0,0
0.7,0,0,0
0.8,0.0011610999999995,0.00752000000000001,0
0.9,0.1727,0.267600000000001,0.0130400000000002
0.95,0.595559999999999,0.635505,0.22844
0.96,0.746923999999999,0.779551999999999,0.322271999999999
0.97,0.951505999999999,1.099255,0.555726999999998
0.98,1.69958400000001,1.94413200000001,1.71155200000001
0.99,11.1011750000001,29.4671630000002,8.53042400000002
