"Meta_Algo","1","2","3","4","5","6","7","8","9","10","11","12","13","14"
"airt",0.024,0.0790769230769231,0.150461538461538,0.189692307692308,0.241076923076923,0.268923076923077,0.312615384615385,0.395692307692308,0.415384615384615,0.482615384615385,0.576923076923077,0.608461538461538,0.665384615384615,0.730769230769231
"bottomset",0.0556923076923077,0.115384615384615,0.197846153846154,0.264615384615385,0.324153846153846,0.407384615384615,0.450153846153846,0.485846153846154,0.545538461538462,0.577230769230769,0.601923076923077,0.655897435897436,0.686923076923077,0.692307692307692
