"Meta_Algo","1","2","3","4","5","6","7"
"airt",0.055125833865588,0.175206913987652,0.212146050670641,0.23449165247321,0.241495014548293,0.370963735717834,0.395328800298063
"bottomset",0.055125833865588,0.291573078560784,0.311239000070967,0.334629373358882,0.35563768540203,0.358617424242424,0.370398769604712
